pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,classe
b,b,x,b,x,b,x,o,o,X venceu
b,b,x,b,o,x,o,b,x,X venceu
b,b,x,b,o,x,b,o,x,X venceu
b,b,x,b,b,x,o,o,x,X venceu
b,b,o,x,x,x,x,o,o,X venceu
b,b,o,x,x,x,o,x,o,X venceu
b,b,o,x,x,x,o,o,x,X venceu
b,b,o,x,x,x,o,b,b,X venceu
b,b,o,x,x,x,b,o,b,X venceu
b,b,o,x,x,x,b,b,o,X venceu
b,b,o,x,o,o,x,x,x,X venceu
b,b,o,o,x,o,x,x,x,X venceu
b,b,o,o,o,x,x,x,x,X venceu
b,b,o,o,b,b,x,x,x,X venceu
b,b,o,b,o,b,x,x,x,X venceu
b,b,o,b,b,o,x,x,x,X venceu
b,b,b,x,x,x,o,o,b,X venceu
b,b,b,x,x,x,o,b,o,X venceu
b,b,b,x,x,x,b,o,o,X venceu
b,b,b,o,o,b,x,x,x,X venceu
b,b,b,o,b,o,x,x,x,X venceu
b,b,b,b,o,o,x,x,x,X venceu
x,x,o,x,x,o,o,b,o,O venceu
x,x,o,x,x,o,b,o,o,O venceu
x,x,o,x,x,b,o,o,o,O venceu
x,x,o,x,o,x,o,o,b,O venceu
x,x,o,x,o,x,o,b,o,O venceu
x,x,o,x,o,o,o,x,b,O venceu
x,x,o,x,o,o,o,b,x,O venceu
x,x,o,x,o,o,b,x,o,O venceu
x,x,o,x,o,b,o,x,o,O venceu
x,x,o,x,o,b,o,o,x,O venceu
x,x,o,x,o,b,o,b,b,O venceu
x,x,o,x,b,x,o,o,o,O venceu
x,x,o,x,b,o,o,x,o,O venceu
x,x,o,x,b,o,b,b,o,O venceu
x,x,o,o,x,o,x,b,o,O venceu
x,x,o,o,o,x,o,x,b,O venceu
x,x,o,o,o,x,o,b,x,O venceu
x,x,o,o,o,o,x,x,b,O venceu
x,x,o,o,o,o,x,b,x,O venceu
x,x,o,o,o,o,b,x,x,O venceu
x,x,o,o,o,b,o,x,x,O venceu
x,x,o,o,b,o,x,x,o,O venceu
x,x,o,b,x,x,o,o,o,O venceu
x,x,o,b,x,o,x,o,o,O venceu
x,x,o,b,x,o,b,b,o,O venceu
x,x,o,b,o,x,o,x,o,O venceu
x,x,o,b,o,x,o,o,x,O venceu
x,x,o,b,o,x,o,b,b,O venceu
x,x,o,b,o,o,x,x,o,O venceu
x,x,o,b,o,o,o,x,x,O venceu
x,x,o,b,o,b,o,x,b,O venceu
x,x,o,b,o,b,o,b,x,O venceu
x,x,o,b,b,o,x,b,o,O venceu
x,x,o,b,b,o,b,x,o,O venceu
x,x,b,x,x,o,o,o,o,O venceu
x,x,b,x,o,x,o,o,o,O venceu
x,x,b,x,b,b,o,o,o,O venceu
x,x,b,o,x,x,o,o,o,O venceu
x,x,b,o,o,o,x,x,o,O venceu
x,x,b,o,o,o,x,o,x,O venceu
x,x,b,o,o,o,x,b,b,O venceu
x,x,b,o,o,o,o,x,x,O venceu
x,x,b,o,o,o,b,x,b,O venceu
x,x,b,o,o,o,b,b,x,O venceu
x,x,b,b,x,b,o,o,o,O venceu
x,x,b,b,b,x,o,o,o,O venceu
x,o,x,x,x,b,o,o,o,O venceu
x,o,x,x,o,x,o,o,b,O venceu
x,o,x,x,o,x,b,o,o,O venceu
x,o,x,x,o,o,b,o,x,O venceu
x,o,x,x,o,b,o,o,x,O venceu
x,o,x,x,o,b,b,o,b,O venceu
x,o,x,x,b,x,o,o,o,O venceu
x,o,x,o,o,x,x,o,b,O venceu
x,o,x,o,o,o,x,x,b,O venceu
x,o,x,o,o,o,x,b,x,O venceu
x,o,x,o,o,o,b,x,x,O venceu
x,o,x,o,o,b,x,o,x,O venceu
x,o,x,b,x,x,o,o,o,O venceu
x,o,x,b,o,x,x,o,o,O venceu
x,o,x,b,o,x,b,o,b,O venceu
x,o,x,b,o,o,x,o,x,O venceu
x,o,x,b,o,b,x,o,b,O venceu
x,o,x,b,o,b,b,o,x,O venceu
x,o,o,x,x,o,b,x,o,O venceu
x,o,o,x,o,x,o,x,b,O venceu
x,o,o,x,o,x,o,b,x,O venceu
x,o,o,x,o,x,b,o,x,O venceu
x,o,o,x,o,b,o,x,x,O venceu
x,o,o,b,x,o,x,x,o,O venceu
x,o,o,b,o,x,x,o,x,O venceu
x,o,o,b,o,x,o,x,x,O venceu
x,o,b,x,o,x,o,o,x,O venceu
x,o,b,x,o,x,b,o,b,O venceu
x,o,b,x,o,b,b,o,x,O venceu
x,o,b,o,o,x,x,o,x,O venceu
x,o,b,b,o,x,x,o,b,O venceu
x,o,b,b,o,x,b,o,x,O venceu
x,o,b,b,o,b,x,o,x,O venceu
x,b,x,x,x,o,o,o,o,O venceu
x,b,x,x,o,x,o,o,o,O venceu
x,b,x,x,b,b,o,o,o,O venceu
x,b,x,o,x,x,o,o,o,O venceu
x,b,x,o,o,o,x,x,o,O venceu
x,b,x,o,o,o,x,o,x,O venceu
x,b,x,o,o,o,x,b,b,O venceu
x,b,x,o,o,o,o,x,x,O venceu
x,b,x,o,o,o,b,x,b,O venceu
x,b,x,o,o,o,b,b,x,O venceu
x,b,x,b,x,b,o,o,o,O venceu
x,b,x,b,b,x,o,o,o,O venceu
x,b,o,x,x,o,o,x,o,O venceu
x,b,o,x,x,o,b,b,o,O venceu
x,b,o,x,o,x,o,x,o,O venceu
x,b,o,x,o,x,o,o,x,O venceu
x,b,o,x,o,x,o,b,b,O venceu
x,b,o,x,o,o,o,x,x,O venceu
x,b,o,x,o,b,o,x,b,O venceu
x,b,o,x,o,b,o,b,x,O venceu
x,b,o,x,b,o,b,x,o,O venceu
x,b,o,o,x,o,x,x,o,O venceu
x,b,o,o,o,x,o,x,x,O venceu
x,b,o,b,x,o,x,b,o,O venceu
x,b,o,b,x,o,b,x,o,O venceu
x,b,o,b,o,x,o,x,b,O venceu
x,b,o,b,o,x,o,b,x,O venceu
x,b,o,b,o,b,o,x,x,O venceu
x,b,o,b,b,o,x,x,o,O venceu
x,b,b,x,x,b,o,o,o,O venceu
x,b,b,x,b,x,o,o,o,O venceu
x,b,b,o,o,o,x,x,b,O venceu
x,b,b,o,o,o,x,b,x,O venceu
x,b,b,o,o,o,b,x,x,O venceu
x,b,b,b,x,x,o,o,o,O venceu
o,x,x,x,x,b,o,o,o,O venceu
o,x,x,x,o,x,o,b,o,O venceu
o,x,x,x,o,x,b,o,o,O venceu
o,x,x,x,o,o,x,b,o,O venceu
o,x,x,x,o,o,b,x,o,O venceu
o,x,x,x,o,b,x,o,o,O venceu
o,x,x,x,o,b,o,x,o,O venceu
o,x,x,x,o,b,b,b,o,O venceu
o,x,x,x,b,x,o,o,o,O venceu
o,x,x,o,x,x,o,o,b,O venceu
o,x,x,o,x,x,o,b,o,O venceu
o,x,x,o,x,o,o,b,x,O venceu
o,x,x,o,x,b,o,o,x,O venceu
o,x,x,o,x,b,o,b,b,O venceu
o,x,x,o,o,x,x,b,o,O venceu
o,x,x,o,o,x,o,x,b,O venceu
o,x,x,o,o,x,b,x,o,O venceu
o,x,x,o,o,o,x,x,b,O venceu
o,x,x,o,o,o,x,b,x,O venceu
o,x,x,o,o,o,b,x,x,O venceu
o,x,x,o,o,b,x,x,o,O venceu
o,x,x,o,o,b,o,x,x,O venceu
o,x,x,o,b,x,o,x,o,O venceu
o,x,x,o,b,x,o,b,b,O venceu
o,x,x,o,b,o,o,x,x,O venceu
o,x,x,o,b,b,o,x,b,O venceu
o,x,x,o,b,b,o,b,x,O venceu
o,x,x,b,x,x,o,o,o,O venceu
o,x,x,b,o,x,x,o,o,O venceu
o,x,x,b,o,x,o,x,o,O venceu
o,x,x,b,o,x,b,b,o,O venceu
o,x,x,b,o,o,x,x,o,O venceu
o,x,x,b,o,b,x,b,o,O venceu
o,x,x,b,o,b,b,x,o,O venceu
o,x,o,x,x,o,x,b,o,O venceu
o,x,o,x,o,x,x,b,o,O venceu
o,x,o,x,o,x,o,x,b,O venceu
o,x,o,x,o,x,o,b,x,O venceu
o,x,o,x,o,x,b,x,o,O venceu
o,x,o,x,o,b,x,x,o,O venceu
o,x,o,x,o,b,o,x,x,O venceu
o,x,o,x,b,o,x,x,o,O venceu
o,x,o,o,x,x,o,b,x,O venceu
o,x,o,o,b,x,o,x,x,O venceu
o,x,o,b,o,x,x,x,o,O venceu
o,x,o,b,o,x,o,x,x,O venceu
o,x,b,x,o,x,x,o,o,O venceu
o,x,b,x,o,x,o,x,o,O venceu
o,x,b,x,o,x,b,b,o,O venceu
o,x,b,x,o,o,x,x,o,O venceu
o,x,b,x,o,b,x,b,o,O venceu
o,x,b,x,o,b,b,x,o,O venceu
o,x,b,o,x,x,o,o,x,O venceu
o,x,b,o,x,x,o,b,b,O venceu
o,x,b,o,x,b,o,b,x,O venceu
o,x,b,o,o,x,x,x,o,O venceu
o,x,b,o,o,x,o,x,x,O venceu
o,x,b,o,b,x,o,x,b,O venceu
o,x,b,o,b,x,o,b,x,O venceu
o,x,b,o,b,b,o,x,x,O venceu
o,x,b,b,o,x,x,b,o,O venceu
o,x,b,b,o,x,b,x,o,O venceu
o,x,b,b,o,b,x,x,o,O venceu
o,o,x,x,o,x,x,o,b,O venceu
o,o,x,x,o,x,x,b,o,O venceu
o,o,x,x,o,x,b,x,o,O venceu
o,o,x,x,o,b,x,x,o,O venceu
o,o,x,x,o,b,x,o,x,O venceu
o,o,x,o,x,x,o,x,b,O venceu
o,o,x,o,x,b,o,x,x,O venceu
o,o,x,b,o,x,x,x,o,O venceu
o,o,o,x,x,o,x,x,b,O venceu
o,o,o,x,x,o,x,b,x,O venceu
o,o,o,x,x,o,b,x,x,O venceu
o,o,o,x,x,b,x,x,o,O venceu
o,o,o,x,x,b,x,o,x,O venceu
o,o,o,x,x,b,x,b,b,O venceu
o,o,o,x,x,b,o,x,x,O venceu
o,o,o,x,x,b,b,x,b,O venceu
o,o,o,x,x,b,b,b,x,O venceu
o,o,o,x,o,x,x,x,b,O venceu
o,o,o,x,o,x,x,b,x,O venceu
o,o,o,x,o,x,b,x,x,O venceu
o,o,o,x,b,x,x,x,o,O venceu
o,o,o,x,b,x,x,o,x,O venceu
o,o,o,x,b,x,x,b,b,O venceu
o,o,o,x,b,x,o,x,x,O venceu
o,o,o,x,b,x,b,x,b,O venceu
o,o,o,x,b,x,b,b,x,O venceu
o,o,o,x,b,b,x,x,b,O venceu
o,o,o,x,b,b,x,b,x,O venceu
o,o,o,x,b,b,b,x,x,O venceu
o,o,o,o,x,x,x,x,b,O venceu
o,o,o,o,x,x,x,b,x,O venceu
o,o,o,o,x,x,b,x,x,O venceu
o,o,o,b,x,x,x,x,o,O venceu
o,o,o,b,x,x,x,o,x,O venceu
o,o,o,b,x,x,x,b,b,O venceu
o,o,o,b,x,x,o,x,x,O venceu
o,o,o,b,x,x,b,x,b,O venceu
o,o,o,b,x,x,b,b,x,O venceu
o,o,o,b,x,b,x,x,b,O venceu
o,o,o,b,x,b,x,b,x,O venceu
o,o,o,b,x,b,b,x,x,O venceu
o,o,o,b,b,x,x,x,b,O venceu
o,o,o,b,b,x,x,b,x,O venceu
o,o,o,b,b,x,b,x,x,O venceu
o,o,b,x,o,x,x,x,o,O venceu
o,o,b,x,o,x,x,o,x,O venceu
o,o,b,o,x,x,o,x,x,O venceu
o,b,x,x,o,x,x,o,o,O venceu
o,b,x,x,o,x,o,x,o,O venceu
o,b,x,x,o,x,b,b,o,O venceu
o,b,x,x,o,o,x,x,o,O venceu
o,b,x,x,o,b,x,b,o,O venceu
o,b,x,x,o,b,b,x,o,O venceu
o,b,x,o,x,x,o,x,o,O venceu
o,b,x,o,x,x,o,b,b,O venceu
o,b,x,o,x,o,o,x,x,O venceu
o,b,x,o,x,b,o,x,b,O venceu
o,b,x,o,x,b,o,b,x,O venceu
o,b,x,o,o,x,x,x,o,O venceu
o,b,x,o,b,x,o,x,b,O venceu
o,b,x,o,b,b,o,x,x,O venceu
o,b,x,b,o,x,x,b,o,O venceu
o,b,x,b,o,x,b,x,o,O venceu
o,b,x,b,o,b,x,x,o,O venceu
o,b,o,x,x,o,x,x,o,O venceu
o,b,o,x,o,x,x,x,o,O venceu
o,b,o,x,o,x,o,x,x,O venceu
o,b,o,o,x,x,o,x,x,O venceu
o,b,b,x,o,x,x,b,o,O venceu
o,b,b,x,o,x,b,x,o,O venceu
o,b,b,x,o,b,x,x,o,O venceu
o,b,b,o,x,x,o,x,b,O venceu
o,b,b,o,x,x,o,b,x,O venceu
o,b,b,o,x,b,o,x,x,O venceu
o,b,b,o,b,x,o,x,x,O venceu
o,b,b,b,o,x,x,x,o,O venceu
b,x,x,x,x,o,o,o,o,O venceu
b,x,x,x,o,x,o,o,o,O venceu
b,x,x,x,b,b,o,o,o,O venceu
b,x,x,o,x,x,o,o,o,O venceu
b,x,x,o,o,o,x,x,o,O venceu
b,x,x,o,o,o,x,o,x,O venceu
b,x,x,o,o,o,x,b,b,O venceu
b,x,x,o,o,o,o,x,x,O venceu
b,x,x,o,o,o,b,x,b,O venceu
b,x,x,o,o,o,b,b,x,O venceu
b,x,x,b,x,b,o,o,o,O venceu
b,x,x,b,b,x,o,o,o,O venceu
b,x,o,x,x,o,x,o,o,O venceu
b,x,o,x,x,o,b,b,o,O venceu
b,x,o,x,o,x,o,x,o,O venceu
b,x,o,x,o,x,o,o,x,O venceu
b,x,o,x,o,x,o,b,b,O venceu
b,x,o,x,o,o,x,x,o,O venceu
b,x,o,x,o,o,o,x,x,O venceu
b,x,o,x,o,b,o,x,b,O venceu
b,x,o,x,o,b,o,b,x,O venceu
b,x,o,x,b,o,x,b,o,O venceu
b,x,o,x,b,o,b,x,o,O venceu
b,x,o,o,o,x,o,x,x,O venceu
b,x,o,b,x,o,x,b,o,O venceu
b,x,o,b,o,x,o,x,b,O venceu
b,x,o,b,o,x,o,b,x,O venceu
b,x,o,b,o,b,o,x,x,O venceu
b,x,o,b,b,o,x,x,o,O venceu
b,x,b,x,x,b,o,o,o,O venceu
b,x,b,x,b,x,o,o,o,O venceu
b,x,b,o,o,o,x,x,b,O venceu
b,x,b,o,o,o,x,b,x,O venceu
b,x,b,o,o,o,b,x,x,O venceu
b,x,b,b,x,x,o,o,o,O venceu
b,o,x,x,o,x,x,o,o,O venceu
b,o,x,x,o,x,b,o,b,O venceu
b,o,x,x,o,o,x,o,x,O venceu
b,o,x,x,o,b,x,o,b,O venceu
b,o,x,x,o,b,b,o,x,O venceu
b,o,x,b,o,x,x,o,b,O venceu
b,o,x,b,o,b,x,o,x,O venceu
b,o,o,x,x,o,x,x,o,O venceu
b,o,o,x,o,x,x,o,x,O venceu
b,o,o,x,o,x,o,x,x,O venceu
b,o,b,x,o,x,x,o,b,O venceu
b,o,b,x,o,x,b,o,x,O venceu
b,o,b,x,o,b,x,o,x,O venceu
b,o,b,b,o,x,x,o,x,O venceu
b,b,x,x,x,b,o,o,o,O venceu
b,b,x,x,b,x,o,o,o,O venceu
b,b,x,o,o,o,x,x,b,O venceu
b,b,x,o,o,o,x,b,x,O venceu
b,b,x,o,o,o,b,x,x,O venceu
b,b,x,b,x,x,o,o,o,O venceu
b,b,o,x,x,o,x,b,o,O venceu
b,b,o,x,x,o,b,x,o,O venceu
b,b,o,x,o,x,o,x,b,O venceu
b,b,o,x,o,x,o,b,x,O venceu
b,b,o,x,o,b,o,x,x,O venceu
b,b,o,x,b,o,x,x,o,O venceu
b,b,o,b,x,o,x,x,o,O venceu
b,b,o,b,o,x,o,x,x,O venceu
x,x,o,o,x,x,x,o,o,Empate
x,x,o,o,o,x,x,x,o,Empate
x,x,o,o,o,x,x,o,x,Empate
x,o,x,x,x,o,o,x,o,Empate
x,o,x,x,o,x,o,x,o,Empate
x,o,x,x,o,o,o,x,x,Empate
x,o,x,o,x,x,o,x,o,Empate
x,o,x,o,o,x,x,x,o,Empate
x,o,o,o,x,x,x,x,o,Empate
o,x,x,x,x,o,o,o,x,Empate
o,x,x,x,o,o,x,o,x,Empate
o,x,x,x,o,o,o,x,x,Empate
o,x,o,x,x,o,x,o,x,Empate
o,x,o,x,o,x,x,o,x,Empate
o,x,o,o,x,x,x,o,x,Empate
o,o,x,x,x,o,o,x,x,Empate
